Rndrng_Prvdr_Geo_Lvl,Rndrng_Prvdr_Geo_Cd,Rndrng_Prvdr_Geo_Desc,DRG_Cd,DRG_Desc,Tot_Dschrgs,Avg_Submtd_Cvrd_Chrg,Avg_Tot_Pymt_Amt,Avg_Mdcr_Pymt_Amt
State,11,District of Columbia,470,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITHOUT MCC,158,84799.151899,19954.094937,14517.829114
State,11,District of Columbia,471,CERVICAL SPINAL FUSION WITH MCC,25,214739.52,53642.6,46641.96
State,11,District of Columbia,472,CERVICAL SPINAL FUSION WITH CC,102,127366.95098,33601.931373,25546.794118
State,11,District of Columbia,473,CERVICAL SPINAL FUSION WITHOUT CC/MCC,28,93836.892857,26794.321429,20866.428571
State,11,District of Columbia,474,AMPUTATION FOR MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DISORDERS WITH MCC,22,263413.40909,54143.545455,37257.454545
State,11,District of Columbia,475,AMPUTATION FOR MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DISORDERS WITH CC,12,138700.08333,27406.583333,16051.583333
State,11,District of Columbia,477,BIOPSIES OF MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH MCC,12,239516.25,43962.583333,31030.166667
State,11,District of Columbia,478,BIOPSIES OF MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH CC,14,117800.28571,24623.928571,19629.714286
State,11,District of Columbia,480,HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITH MCC,86,164121.83721,33413.604651,27512.860465
State,11,District of Columbia,481,HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITH CC,107,111384.3271,22162.35514,17279.523364
State,11,District of Columbia,482,HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITHOUT CC/MCC,28,86052.25,17102.285714,13274.607143
State,11,District of Columbia,483,MAJOR JOINT OR LIMB REATTACHMENT PROCEDURES OF UPPER EXTREMITIES,44,124183.72727,25630.340909,19932.454545
State,11,District of Columbia,492,"LOWER EXTREMITY AND HUMERUS PROCEDURES EXCEPT HIP, FOOT AND FEMUR WITH MCC",21,237390.7619,52732,44357.095238
State,11,District of Columbia,493,"LOWER EXTREMITY AND HUMERUS PROCEDURES EXCEPT HIP, FOOT AND FEMUR WITH CC",35,160063.17143,28560.885714,21487.371429
State,11,District of Columbia,494,"LOWER EXTREMITY AND HUMERUS PROCEDURES EXCEPT HIP, FOOT AND FEMUR WITHOUT CC/MCC",27,116882.14815,22039.296296,14271.333333
State,11,District of Columbia,515,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE O.R. PROCEDURES WITH MCC,14,183828.57143,37209.214286,31384.357143
State,11,District of Columbia,516,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE O.R. PROCEDURES WITH CC,40,82934.4,21340.65,15771.55
State,11,District of Columbia,517,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE O.R. PROCEDURES WITHOUT CC/MCC,22,66827.545455,15752.954545,12695.818182
State,11,District of Columbia,518,BACK AND NECK PROCEDURES EXCEPT SPINAL FUSION WITH MCC OR DISC DEVICE OR NEUROSTIMULATOR,11,198928.72727,45099,32803.181818
State,11,District of Columbia,519,BACK AND NECK PROCEDURES EXCEPT SPINAL FUSION WITH CC,54,92911.574074,22171.722222,17091.37037
State,11,District of Columbia,520,BACK AND NECK PROCEDURES EXCEPT SPINAL FUSION WITHOUT CC/MCC,22,69199.227273,19121.818182,10152.590909
State,11,District of Columbia,521,HIP REPLACEMENT WITH PRINCIPAL DIAGNOSIS OF HIP FRACTURE WITH MCC,33,160032.51515,35082.030303,28404.090909
State,11,District of Columbia,522,HIP REPLACEMENT WITH PRINCIPAL DIAGNOSIS OF HIP FRACTURE WITHOUT MCC,74,96805.986486,22961.662162,17514.905405
State,11,District of Columbia,535,FRACTURES OF HIP AND PELVIS WITH MCC,14,75265.785714,16008.714286,11606.285714
State,11,District of Columbia,536,FRACTURES OF HIP AND PELVIS WITHOUT MCC,26,41310.538462,8192.3846154,5122.4615385
State,11,District of Columbia,542,PATHOLOGICAL FRACTURES AND MUSCULOSKELETAL AND CONNECTIVE TISSUE MALIGNANCY WITH MCC,27,97435.148148,24781.259259,16373.740741
State,11,District of Columbia,543,PATHOLOGICAL FRACTURES AND MUSCULOSKELETAL AND CONNECTIVE TISSUE MALIGNANCY WITH CC,31,51645.032258,12375.387097,7354.4516129
State,11,District of Columbia,545,CONNECTIVE TISSUE DISORDERS WITH MCC,40,83208.4,28285.8,22908.4
State,11,District of Columbia,546,CONNECTIVE TISSUE DISORDERS WITH CC,12,78611.5,14727.333333,10512.583333
State,11,District of Columbia,551,MEDICAL BACK PROBLEMS WITH MCC,41,81051.073171,19530.170732,14721.780488
State,11,District of Columbia,552,MEDICAL BACK PROBLEMS WITHOUT MCC,102,47573.166667,11631.637255,7138.9901961
State,11,District of Columbia,553,BONE DISEASES AND ARTHROPATHIES WITH MCC,18,66668.055556,15433.888889,11826.222222
State,11,District of Columbia,554,BONE DISEASES AND ARTHROPATHIES WITHOUT MCC,36,46753.055556,10724.777778,6698.1111111
State,11,District of Columbia,556,SIGNS AND SYMPTOMS OF MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITHOUT MCC,20,45934.35,9544.1,6253.75
State,11,District of Columbia,557,"TENDONITIS, MYOSITIS AND BURSITIS WITH MCC",19,86116.842105,19968.526316,13295.631579
State,11,District of Columbia,558,"TENDONITIS, MYOSITIS AND BURSITIS WITHOUT MCC",23,50828.782609,10476.913043,7112.0434783
State,11,District of Columbia,560,"AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH CC",13,47591.307692,12350.923077,8329.3076923
State,11,District of Columbia,562,"FRACTURE, SPRAIN, STRAIN AND DISLOCATION EXCEPT FEMUR, HIP, PELVIS AND THIGH WITH MCC",20,82975.4,17131.4,12389.45
State,11,District of Columbia,563,"FRACTURE, SPRAIN, STRAIN AND DISLOCATION EXCEPT FEMUR, HIP, PELVIS AND THIGH WITHOUT MCC",49,54032.367347,10858.816327,6696.5510204
State,11,District of Columbia,564,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DIAGNOSES WITH MCC,16,102894.0625,21888.0625,14618
State,11,District of Columbia,565,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DIAGNOSES WITH CC,12,55225.583333,11406.333333,7237.9166667
State,11,District of Columbia,571,SKIN DEBRIDEMENT WITH CC,15,84119.266667,19505.333333,11554.4
State,11,District of Columbia,574,SKIN GRAFT FOR SKIN ULCER OR CELLULITIS WITH CC,11,198089.81818,47448.454545,36563.454545
State,11,District of Columbia,579,"OTHER SKIN, SUBCUTANEOUS TISSUE AND BREAST PROCEDURES WITH MCC",17,140163.29412,44331.588235,26141
State,11,District of Columbia,580,"OTHER SKIN, SUBCUTANEOUS TISSUE AND BREAST PROCEDURES WITH CC",29,115964.03448,19987.034483,15047.827586
State,11,District of Columbia,581,"OTHER SKIN, SUBCUTANEOUS TISSUE AND BREAST PROCEDURES WITHOUT CC/MCC",11,105498.45455,15396.272727,12811.090909
State,11,District of Columbia,585,"BREAST BIOPSY, LOCAL EXCISION AND OTHER BREAST PROCEDURES WITHOUT CC/MCC",11,127120.54545,20750.090909,14783.090909
State,11,District of Columbia,597,MALIGNANT BREAST DISORDERS WITH MCC,16,88002.6875,20610.25,10549.9375
State,11,District of Columbia,602,CELLULITIS WITH MCC,42,83385.142857,19916.357143,13959.02381
State,11,District of Columbia,603,CELLULITIS WITHOUT MCC,91,39388.384615,10237.021978,6538.7032967
State,11,District of Columbia,605,"TRAUMA TO THE SKIN, SUBCUTANEOUS TISSUE AND BREAST WITHOUT MCC",45,37070.666667,10806.355556,8265.9111111
State,11,District of Columbia,607,MINOR SKIN DISORDERS WITHOUT MCC,17,40650.294118,10047.470588,6959.1764706
State,11,District of Columbia,614,ADRENAL AND PITUITARY PROCEDURES WITH CC/MCC,23,102645,26818.217391,18537.565217
State,11,District of Columbia,616,"AMPUTATION OF LOWER LIMB FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WITH MCC",18,228506.61111,51784.5,36539.222222
State,11,District of Columbia,617,"AMPUTATION OF LOWER LIMB FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WITH CC",33,125426.24242,24837.666667,17304.060606
State,11,District of Columbia,625,"THYROID, PARATHYROID AND THYROGLOSSAL PROCEDURES WITH MCC",13,225006.23077,48631.384615,35312.076923
State,11,District of Columbia,628,"OTHER ENDOCRINE, NUTRITIONAL AND METABOLIC O.R. PROCEDURES WITH MCC",32,199585.375,46796.1875,39542.0625
State,11,District of Columbia,629,"OTHER ENDOCRINE, NUTRITIONAL AND METABOLIC O.R. PROCEDURES WITH CC",25,125814.52,28683.4,19872.64
State,11,District of Columbia,637,DIABETES WITH MCC,98,91362.683673,18781.316327,13310.612245
State,11,District of Columbia,638,DIABETES WITH CC,79,40722.329114,11341.101266,6751.3291139
State,11,District of Columbia,640,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITH MCC",328,69631.893293,16069.862805,11469.981707
State,11,District of Columbia,641,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITHOUT MCC",122,43902.04918,9888.795082,5983.147541
State,11,District of Columbia,643,ENDOCRINE DISORDERS WITH MCC,52,82868.461538,19867.884615,13935.75
State,11,District of Columbia,644,ENDOCRINE DISORDERS WITH CC,42,52418.547619,12122.952381,7999.2619048
State,11,District of Columbia,650,KIDNEY TRANSPLANT WITH HEMODIALYSIS WITH MCC,28,361189.57143,55689.678571,39207.392857
State,11,District of Columbia,652,KIDNEY TRANSPLANT,87,329446.1954,56011.896552,25127.954023
State,11,District of Columbia,653,MAJOR BLADDER PROCEDURES WITH MCC,16,316128.5625,62413.4375,49483.5
State,11,District of Columbia,654,MAJOR BLADDER PROCEDURES WITH CC,23,177005.3913,31863.478261,22838.565217
State,11,District of Columbia,655,MAJOR BLADDER PROCEDURES WITHOUT CC/MCC,14,108577.71429,21189.642857,15882
State,11,District of Columbia,656,KIDNEY AND URETER PROCEDURES FOR NEOPLASM WITH MCC,20,157030.05,36859.2,27989.3
State,11,District of Columbia,657,KIDNEY AND URETER PROCEDURES FOR NEOPLASM WITH CC,35,91937.714286,19999.514286,15420.171429
State,11,District of Columbia,658,KIDNEY AND URETER PROCEDURES FOR NEOPLASM WITHOUT CC/MCC,37,71488.918919,15192.567568,11712.297297
State,11,District of Columbia,659,KIDNEY AND URETER PROCEDURES FOR NON-NEOPLASM WITH MCC,30,177630.33333,40552,27819.833333
State,11,District of Columbia,660,KIDNEY AND URETER PROCEDURES FOR NON-NEOPLASM WITH CC,29,88552.827586,16212.206897,11953.931034
State,11,District of Columbia,661,KIDNEY AND URETER PROCEDURES FOR NON-NEOPLASM WITHOUT CC/MCC,29,114407.62069,11207.310345,8272.137931
State,11,District of Columbia,673,OTHER KIDNEY AND URINARY TRACT PROCEDURES WITH MCC,82,167952.69512,44080.280488,34734.280488
State,11,District of Columbia,674,OTHER KIDNEY AND URINARY TRACT PROCEDURES WITH CC,20,142131.5,35344.4,22289.9
State,11,District of Columbia,682,RENAL FAILURE WITH MCC,279,70045.433692,17881.935484,13332.795699
State,11,District of Columbia,683,RENAL FAILURE WITH CC,229,42910.100437,10662.676856,6933.1615721
State,11,District of Columbia,684,RENAL FAILURE WITHOUT CC/MCC,21,25500.714286,7058,4562.952381
State,11,District of Columbia,686,KIDNEY AND URINARY TRACT NEOPLASMS WITH MCC,15,113242.4,21747.866667,16981.6
State,11,District of Columbia,689,KIDNEY AND URINARY TRACT INFECTIONS WITH MCC,157,64330.324841,13336.273885,9357.0828025
State,11,District of Columbia,690,KIDNEY AND URINARY TRACT INFECTIONS WITHOUT MCC,140,43214.085714,9868.5,6381.3142857
State,11,District of Columbia,698,OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITH MCC,261,89923.118774,19780.417625,14118.659004
State,11,District of Columbia,699,OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITH CC,164,61159.189024,12813.853659,8472.847561
State,11,District of Columbia,707,MAJOR MALE PELVIC PROCEDURES WITH CC/MCC,19,79621.578947,21039.421053,14636.368421
State,11,District of Columbia,708,MAJOR MALE PELVIC PROCEDURES WITHOUT CC/MCC,30,65013.233333,22314.8,6199.1666667
State,11,District of Columbia,737,UTERINE AND ADNEXA PROCEDURES FOR OVARIAN OR ADNEXAL MALIGNANCY WITH CC,14,95805,18698.214286,16054.071429
State,11,District of Columbia,740,UTERINE AND ADNEXA PROCEDURES FOR NON-OVARIAN AND NON-ADNEXAL MALIGNANCY WITH CC,22,75597.363636,19073.5,12167.590909
State,11,District of Columbia,742,UTERINE AND ADNEXA PROCEDURES FOR NON-MALIGNANCY WITH CC/MCC,21,131648.28571,24444,17414.857143
State,11,District of Columbia,743,UTERINE AND ADNEXA PROCEDURES FOR NON-MALIGNANCY WITHOUT CC/MCC,14,54478.928571,12253.642857,9756.0714286
State,11,District of Columbia,754,"MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM WITH MCC",12,71681.166667,22027.333333,13356.75
State,11,District of Columbia,806,VAGINAL DELIVERY WITHOUT STERILIZATION OR D&C WITH CC,18,32019.833333,9695.8333333,5281.1111111
State,11,District of Columbia,807,VAGINAL DELIVERY WITHOUT STERILIZATION OR D&C WITHOUT CC/MCC,12,34259.583333,8003,4534.5
State,11,District of Columbia,808,MAJOR HEMATOLOGICAL AND IMMUNOLOGICAL DIAGNOSES EXCEPT SICKLE CELL CRISIS AND COAGULATIO,40,86830.125,25255.075,17981.4
State,11,District of Columbia,809,MAJOR HEMATOLOGICAL AND IMMUNOLOGICAL DIAGNOSES EXCEPT SICKLE CELL CRISIS AND COAGULATIO,42,56165.738095,14450.666667,9351.547619
State,11,District of Columbia,811,RED BLOOD CELL DISORDERS WITH MCC,98,65759.112245,17441.642857,13002.040816
State,11,District of Columbia,812,RED BLOOD CELL DISORDERS WITHOUT MCC,237,34008.388186,11669.248945,7383.8016878
State,11,District of Columbia,813,COAGULATION DISORDERS,49,64234.44898,17800.571429,13734.387755
State,11,District of Columbia,827,MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS WITH MAJOR O.R. PROCEDUR,12,149522.16667,29564.666667,20470.5
State,11,District of Columbia,834,ACUTE LEUKEMIA WITHOUT MAJOR O.R. PROCEDURES WITH MCC,20,224439.4,68867.3,49044.45
State,11,District of Columbia,837,CHEMOTHERAPY WITH ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS OR WITH HIGH DOSE CHEMOTHERAPY A,13,189141.07692,62018.307692,51343.769231
State,11,District of Columbia,840,LYMPHOMA AND NON-ACUTE LEUKEMIA WITH MCC,37,143835.35135,39825.459459,27353.891892
State,11,District of Columbia,841,LYMPHOMA AND NON-ACUTE LEUKEMIA WITH CC,20,95395.05,17735.85,12818.25
State,11,District of Columbia,846,CHEMOTHERAPY WITHOUT ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS WITH MCC,13,83589.230769,29455.461538,20400.923077
State,11,District of Columbia,847,CHEMOTHERAPY WITHOUT ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS WITH CC,57,45929.789474,14849.964912,9550.4912281
State,11,District of Columbia,853,INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITH MCC,318,300319.94969,69763.732704,53463.591195
State,11,District of Columbia,854,INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITH CC,38,132146.84211,28893.184211,19346.210526
State,11,District of Columbia,856,POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS WITH O.R. PROCEDURES WITH MCC,56,274230.10714,62126.339286,44907.5
State,11,District of Columbia,857,POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS WITH O.R. PROCEDURES WITH CC,47,123697.61702,26963.617021,18283
State,11,District of Columbia,862,POSTOPERATIVE AND POST-TRAUMATIC INFECTIONS WITH MCC,27,93575.222222,20802.592593,17073.111111
State,11,District of Columbia,863,POSTOPERATIVE AND POST-TRAUMATIC INFECTIONS WITHOUT MCC,24,63222.291667,13158.458333,7443.5833333
State,11,District of Columbia,864,FEVER AND INFLAMMATORY CONDITIONS,13,41733.538462,10920.923077,5932
State,11,District of Columbia,870,SEPTICEMIA OR SEVERE SEPSIS WITH MV >96 HOURS,173,359253.21965,87966.606936,69869.907514
State,11,District of Columbia,871,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC,1464,111402.04918,24728.32582,18375.73224
State,11,District of Columbia,872,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC,218,48563.504587,11536.830275,7801.2155963
State,11,District of Columbia,880,ACUTE ADJUSTMENT REACTION AND PSYCHOSOCIAL DYSFUNCTION,16,38802.5,10942.875,7469.875
State,11,District of Columbia,884,ORGANIC DISTURBANCES AND INTELLECTUAL DISABILITY,68,83983.235294,19972.705882,13614.691176
State,11,District of Columbia,885,PSYCHOSES,243,25355.662551,12957.358025,10097.139918
State,11,District of Columbia,896,"ALCOHOL, DRUG ABUSE OR DEPENDENCE WITHOUT REHABILITATION THERAPY WITH MCC",20,69791.45,26000.3,19270.3
State,11,District of Columbia,897,"ALCOHOL, DRUG ABUSE OR DEPENDENCE WITHOUT REHABILITATION THERAPY WITHOUT MCC",40,33278.1,10603.2,7125.05
State,11,District of Columbia,907,OTHER O.R. PROCEDURES FOR INJURIES WITH MCC,35,195755.14286,50619.057143,36599.428571
State,11,District of Columbia,908,OTHER O.R. PROCEDURES FOR INJURIES WITH CC,35,101470,22704.657143,16561.542857
State,11,District of Columbia,917,POISONING AND TOXIC EFFECTS OF DRUGS WITH MCC,69,87473.666667,18845.811594,13455.144928
State,11,District of Columbia,919,COMPLICATIONS OF TREATMENT WITH MCC,73,105434.56164,24247.369863,18312.780822
State,11,District of Columbia,920,COMPLICATIONS OF TREATMENT WITH CC,49,62799.959184,13828.102041,8154.0408163
State,11,District of Columbia,921,COMPLICATIONS OF TREATMENT WITHOUT CC/MCC,13,37542.769231,8671.6923077,5635.1538462
State,11,District of Columbia,928,FULL THICKNESS BURN WITH SKIN GRAFT OR INHALATION INJURY WITH CC/MCC,19,249050.94737,75461.368421,68131.315789
State,11,District of Columbia,935,NON-EXTENSIVE BURNS,26,47415.923077,20749.538462,17046.192308
State,11,District of Columbia,947,SIGNS AND SYMPTOMS WITH MCC,38,59955.815789,14537.105263,9877.3684211
State,11,District of Columbia,948,SIGNS AND SYMPTOMS WITHOUT MCC,57,42469.017544,9517.4561404,5988
State,11,District of Columbia,951,OTHER FACTORS INFLUENCING HEALTH STATUS,23,22876.521739,7101.1304348,4867.3913043
State,11,District of Columbia,956,"LIMB REATTACHMENT, HIP AND FEMUR PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA",15,319396.13333,54034.533333,46379.4
State,11,District of Columbia,957,OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA WITH MCC,12,431161.33333,105150.25,95137.333333
State,11,District of Columbia,974,HIV WITH MAJOR RELATED CONDITION WITH MCC,45,147688.04444,39547.733333,33734.555556
State,11,District of Columbia,975,HIV WITH MAJOR RELATED CONDITION WITH CC,15,78541.466667,17983.333333,13269.266667
State,11,District of Columbia,981,EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH MCC,111,293784.30631,73674.189189,54363.990991
State,11,District of Columbia,982,EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH CC,47,138862.76596,28963,22496.12766
State,11,District of Columbia,983,EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITHOUT CC/MCC,13,79514.461538,17076.076923,12002.692308
State,11,District of Columbia,987,NON-EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH MCC,36,216982.44444,54533.333333,39535.416667
State,11,District of Columbia,988,NON-EXTENSIVE O.R. PROCEDURES UNRELATED TO PRINCIPAL DIAGNOSIS WITH CC,26,95355.769231,21773.269231,16006.846154
State,12,Florida,001,HEART TRANSPLANT OR IMPLANT OF HEART ASSIST SYSTEM WITH MCC,118,1804406.161,303468.5678,252294.79661
State,12,Florida,003,"ECMO OR TRACHEOSTOMY WITH MV >96 HOURS OR PRINCIPAL DIAGNOSIS EXCEPT FACE, MOUTH AND NEC",809,1040531.131,180006.94685,154134.9382
State,12,Florida,004,"TRACHEOSTOMY WITH MV >96 HOURS OR PRINCIPAL DIAGNOSIS EXCEPT FACE, MOUTH AND NECK WITHOU",800,573982.16625,90800.5,81206.63125
State,12,Florida,005,LIVER TRANSPLANT WITH MCC OR INTESTINAL TRANSPLANT,95,729734.22105,137460.49474,107611.16842
State,12,Florida,006,LIVER TRANSPLANT WITHOUT MCC,21,402404.28571,70797.904762,35181.857143
State,12,Florida,007,LUNG TRANSPLANT,29,852579.65517,175311.24138,122441.62069
State,12,Florida,008,SIMULTANEOUS PANCREAS AND KIDNEY TRANSPLANT,21,464170.2381,80457.619048,46235.904762
State,12,Florida,011,"TRACHEOSTOMY FOR FACE, MOUTH AND NECK DIAGNOSES OR LARYNGECTOMY WITH MCC",101,271783.75248,44017.089109,37700.386139
State,12,Florida,012,"TRACHEOSTOMY FOR FACE, MOUTH AND NECK DIAGNOSES OR LARYNGECTOMY WITH CC",93,244947.68817,38698.849462,28713.290323
State,12,Florida,013,"TRACHEOSTOMY FOR FACE, MOUTH AND NECK DIAGNOSES OR LARYNGECTOMY WITHOUT CC/MCC",12,149395.83333,26042.75,21767.166667
State,12,Florida,014,ALLOGENEIC BONE MARROW TRANSPLANT,40,601873.175,145326.425,95176
State,12,Florida,016,AUTOLOGOUS BONE MARROW TRANSPLANT WITH CC/MCC,75,246484.08,61235.946667,44150.853333
State,12,Florida,018,CHIMERIC ANTIGEN RECEPTOR (CAR) T-CELL AND OTHER IMMUNOTHERAPIES,29,2232060.1379,451433.51724,399761.2069
State,12,Florida,020,INTRACRANIAL VASCULAR PROCEDURES WITH PRINCIPAL DIAGNOSIS HEMORRHAGE WITH MCC,141,383910.75177,74419.858156,69610.950355
State,12,Florida,021,INTRACRANIAL VASCULAR PROCEDURES WITH PRINCIPAL DIAGNOSIS HEMORRHAGE WITH CC,52,264827.21154,53860.557692,47604.230769
State,12,Florida,022,INTRACRANIAL VASCULAR PROCEDURES WITH PRINCIPAL DIAGNOSIS HEMORRHAGE WITHOUT CC/MCC,15,117216.06667,34678.066667,33446.933333
State,12,Florida,023,CRANIOTOMY WITH MAJOR DEVICE IMPLANT OR ACUTE COMPLEX CNS PRINCIPAL DIAGNOSIS WITH MCC O,980,287254.6102,41956.114286,37700.75102
